AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
2956,FALSE,CAL FIRE Tehama/Glenn Unit,,2018,TRUE,/incidents/2018/6/9/apple/fire/,,,Tehama,52,,,,04/01/2019,,FALSE,TRUE,,,,39.94355,"Off Apple Rd & Paskenta Rd, west of Corning",/122.3571,TRUE,Apple Fire,100,,TRUE,"The Apple Fire started on June 9, 2018 off Apple Rd & Paskenta Rd, west of Corning (Tehama County) and burned 2,956 acres. It was contained on June 12, 2018. ","Paskenta Rd, Apple Rd, Corning, Tehama County, June 2018",09/06/2018,Finalized,,5,,,22fc8e84/ae8e/4a10/a9f3/828464616253,2019/01/04T10:10:00Z,
2950,FALSE,Kern County Fire Department,,2018,TRUE,/incidents/2018/8/3/tarina/fire/,,,Kern,15,,,,04/01/2019,,FALSE,TRUE,,,,35.37444,"Breckenridge Rd & Comanche Dr, east of Bakersfield",/118.83556,FALSE,Tarina Fire,100,,TRUE,"The Tarina Fire started on August 3, 2018 off Breckenridge Rd & Comanche Dr, east of Bakersfield in Kern County. This fire was contained on August 5, 2018 and burned 2,950 acres.","Tarina Fire, August 2018, Kern County",03/08/2018,Finalized,,,,,676aa48b/d962/4026/a354/db047f14233f,2019/01/04T09:26:00Z,
2883,FALSE,Inyo National Forest Service ,,2018,FALSE,/incidents/2018/7/8/georges/fire/,"The incident transitioned out of Unified Command. The fire is being managed by SoCal Team 3, a Type 2 incident management team (assigned to the Inyo National Forest). Tomorrow, management of the fire will transition to a local Type 4 team, comprised of your local firefighters from the Inyo National Forest.

<p>Much of the fireline of the Georges Fire is in steep, inaccessible terrain. Firefighters cannot safely gauge if these areas are contained or if pockets of heat still remain. However, the monsoonal moisture has substantially diminished the fire activity.

<p>Crews will continue suppression repair, mop up, and collecting remaining backhaul. Firefighters will continue to patrol in the fire area. No structures have been destroyed, and no reportable injuries occurred.

<p>Precipitation is likely today with some potential for erratic downdraft winds likely. Thunderstorms remain in the forecast and will decrease over the weekend.

<p>The area burned is 82% U. S. Forest Service (2,364 acres), 12% Bureau of Land Management (345 acres), and 5% Los Angeles Department of Water and Power (154 acres).

<p>Visit <a href=""https://inciweb.nwcg.gov/incident/5907/"" target=""_blank"">Inciweb</a> for future updates on this fire.
",Some closures still exist in the fire area. Please avoid the fire area for your safety and for our firefighters’ safety.,Inyo,14,20,3,22,04/01/2019,,FALSE,TRUE,,7,,36.6734,"off Hogback and Whitney Portal Road, Alabama Hills",/118.21881,TRUE,Georges Fire,100,564,TRUE,"The Georges Fire started July 8, 2018 off Hogback and Whitney Portal Road, Alabama Hills (Inyo County) and burned 2,883 acres. ","Georges Fire, July 8, 2018, Inyo County",08/07/2018,Finalized,,,,,09395db0/1c76/43c3/a3db/d18081b31a35,2019/01/04T09:54:00Z,4
2490,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2018,TRUE,/incidents/2018/9/8/snell/fire/,,,Napa,28,,,,04/01/2019,,FALSE,TRUE,,,,38.69601,"off Butts Canyon Rd and Snell Valley Rd, southeast of Middletown",/122.44468,TRUE,Snell Fire,100,,TRUE,"The Snell Fire started on September 8, 2018 off Butts Canyon Rd and Snell Valley Rd, 7 miles SE of Middletown in Napa County and burned 2,490 acres. It was contained on September 15, 2018.","September 2018, Snell Fire, Napa County",08/09/2018,Finalized,,,,,db2344ac/f195/4f94/8999/e8c8ebb4a7a2,2019/01/04T09:06:00Z,
2290,FALSE,CAL FIRE Tehama/Glenn Unit,,2018,TRUE,/incidents/2018/6/9/chrome/fire/,"Crews are making good progress on the fire and continue to work toward full containment. 

",,Glenn,11,,,,04/01/2019,,FALSE,TRUE,,,,39.64978,"Hwy 162 and Forest Hwy 7, north of Elk Creek",/122.58218,TRUE,Chrome Fire,100,,TRUE,"The Chrome Fire started on June 9, 2018 at Hwy 162 and Forest Hwy 7, north of Elk Creek (Glenn County) and burned 2,290 acres. It was contained on June 15, 2018. ","Chrome Fire, June 2018, Glenn County",09/06/2018,Finalized,,1,,,1d926fc4/0f23/47dd/a750/5e7fac4ad416,2019/01/04T10:09:00Z,
77758,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2019,TRUE,/incidents/2019/10/23/kincade/fire/,"<p>All evacuations have been lifted at this time; however, the Sonoma County Public Health Order is still in place. For any inquiries about this health order, please visit <a href=""https://tinyurl.com/sonomacountypublichealthorder"">https://tinyurl.com/sonomacountypublichealthorder</a>.
<P>
For recovery information please visit <a href=""http:www.socoemergency.org"">www.socoemergency.org</a> or call 211
<p>
The County of Sonoma is also working to establish processes for safe debris
removal. For more information on the recovery process: <b>Call 211 or 1/800/325/9604</b>
<P>
<B>
For information on returning home after a wildfire:
<a href=""https://tinyurl.com/calfirereturnhome"">https://tinyurl.com/calfirereturnhome</a>
<P>
For gas and electric safety information tips:
<a href=""https://www.pge.com/returninghome"">https://www.pge.com/returninghome</a>
<P>
For information on AT&T internet and phone services:
<a href=""https://www.att.com/capoweroutage"">www.att.com/capoweroutage</a>
<P>
<P>
</B>
<p>
<p><b>Local Assistance Center (LAC):</b>: Healdsburg Community Center, 1557 Healdsburg Ave., Healdsburg, CA 95448. 
<p>
<p><b><p>To view the interactive map for Sonoma, Napa or Lake county please visit the following site: <a href=""https://tinyurl.com/kincadeincidentmap"">Kincade Incident Map</a> </b>

<p>
New Kincade Fire Evacuation Warning and Order Update (11/03/19 @3:00PM) <a href=""https://fire.ca.gov/media/10050/11319_1500_repop.pdf"">https://fire.ca.gov/media/10050/11319_1500_repop.pdf</a>

<P>

New Kincade Fire Evacuation Warning and Order Update (11/02/19 @3:00PM) <a href=""https://www.fire.ca.gov/media/10046/new/kincade/fire/evacuation/repopulation/information/11219_.pdf"">https://www.fire.ca.gov/media/10030/kincade/fire/11119_1300_repop.pdf</a>

<P>

New Kincade Fire Evacuation Warning and Order Update (11/01/19 @1:00PM) <a href=""https://www.fire.ca.gov/media/10030/kincade/fire/11119_1300_repop.pdf"">https://www.fire.ca.gov/media/10030/kincade/fire/11119_1300_repop.pdf</a>

<P>

New Kincade Fire Evacuation Warning and Order Update (10/31/19 @2:00PM) <a href=""https://www.fire.ca.gov/media/10019/103119repopulation.pdf"">https://www.fire.ca.gov/media/10019/103119repopulation.pdf,</a>

<P>

New Kincade Fire Evacuation Warning and Order Update (10/28/19 @6:00PM) <a href=""https://www.fire.ca.gov/media/9999/102819/kincade/fire/evacuation/warning/lake/county.pdf"">https://www.fire.ca.gov/media/9981/102619_1830_evac_ow.pdf</a>

<P>

New Kincade Fire Evacuation Warning and Order Update (10/28/19 @2:00PM) <a href=""https://gallery.mailchimp.com/1eab3f5545f6a6e4d33c94dcb/files/cae59ba9/f7ca/4481/b593/3dfa2851ab55/10.28.19_1300_repop_7.8_s.pdf"">https://www.fire.ca.gov/media/9981/102619_1830_evac_ow.pdf</a>
<P>

New Kincade Fire Evacuation Warning and Order Update (10/27/19 @12:45PM) <a href=""https://www.fire.ca.gov/media/9990/102719_1245_evac_o_napa.pdf"">https://www.fire.ca.gov/media/9981/102619_1830_evac_ow.pdf</a>
<P>

New Kincade Fire Evacuation Warning and Order Update (10/27/19 @4:30AM) <a href=""https://www.fire.ca.gov/media/9986/102719_0430_evac_o.pdf"">https://www.fire.ca.gov/media/9981/102619_1830_evac_ow.pdf</a>
<p>

New Kincade Fire Evacuation Warning and Order Update (10/26/19 @6:30PM) <a href=""https://www.fire.ca.gov/media/9981/102619_1830_evac_ow.pdf"">https://www.fire.ca.gov/media/9981/102619_1830_evac_ow.pdf</a>
<p>

New Kincade Fire Evacuation Warning and Order Update (10/26/19 @10AM): <a href=""https://www.fire.ca.gov/media/9980/102619_1000_evac_o.pdf"">https://www.fire.ca.gov/media/9980/102619_1000_evac_o.pdf</a>",,Sonoma,49,2,0,5,06/11/2019,,FALSE,TRUE,Vegetation,0,4,38.792458,"John Kincade Road and Burned Mountain Road, northeast of Geyserville",/122.780053,TRUE,Kincade Fire,100,55,TRUE,"The Kincade Fire started on October 23, 2018 off John Kincade Road and Burned Mountain Road, northeast of Geyserville in Sonoma County","<a href=""https://tinyurl.com/lakecountymap"">To view the most current Lake County Map, follow this link:</a>

<a href=""https://tinyurl.com/napacountymap"">To view the most current Napa County Map, follow this link:</a>

<a href=""https://tinyurl.com/sonomacountymap"">To view the most current Sonoma County Map, follow this link:</a>

To view the most current Sonoma County Map, follow this link: <a href=""https://tinyurl.com/sonomacountymap""</a>",23/10/2019,Finalized,60,374,,0,809d101c/8aa3/4a53/bf20/f38ae7ec7941,2019/11/20T11:02:52.127Z,2
54612,FALSE,USFS Plumas National Forest,,2019,FALSE,/incidents/2019/9/4/walker/fire/,,,Plumas,32,,,,,,FALSE,TRUE,,,,40.061389,"Indian Creek and Beckworth Genesee Road, east of Genesee",/120.680556,FALSE,Walker Fire,100,468,TRUE,"The Walker Fire started September 4, 2019 off Indian Creek and Beckworth Genesee Road, east of Genesee in Plumas County.",,04/09/2019,Finalized,,,,,3a48b649/8714/433d/9952/ff2bf9e8c90a,2019/10/24T11:04:07.517Z,
14217,FALSE,Modoc National Forest,,2019,FALSE,/incidents/2019/7/28/tucker/fire/,(Not a CAL FIRE Incident). CAL FIRE is assisting Modoc National Forest with air and ground resources.,,Modoc,25,,,,11/08/2019,,FALSE,TRUE,,,,41.79591,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",/121.260305,FALSE,Tucker Fire,100,,TRUE,"The Tucker Fire started on July 28, 2019 off Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir in Modoc County.",,28/07/2019,Finalized,,,,,2939928b/0308/4d76/b232/246f064ddd11,2019/09/26T14:49:08.223Z,
10296,FALSE,Inyo National Forest     ,,2019,FALSE,/incidents/2019/9/6/taboose/fire/,,,Inyo,14,8,1,8,21/11/2019,,FALSE,TRUE,,5,,37.034,south west of Big Pine and north west of Aberdeen,/118.345,TRUE,Taboose Fire,100,269,TRUE,"Taboose Fire started on September 4, 2019 south west of Big Pine and north west of Aberdeen in Inyo County.",,06/09/2019,Finalized,,,,,e7ea56c5/4290/4406/b0a5/c9d1718e9700,2020/01/10T16:10:00.007Z,4
9999,FALSE,Ventura County Fire Department ,,2019,TRUE,/incidents/2019/10/31/maria/fire/,,,Ventura,56,17,,45,06/11/2019,,FALSE,TRUE,,,,34.302212,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",/118.997115,TRUE,Maria Fire ,100,626,TRUE,"Maria Fire started on October 31, 2019 off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula in Ventura County.",,31/10/2019,Finalized,,4,,,31852a71/e639/496f/9e7d/0968d1c218b3,2019/11/06T18:27:43.47Z,3
8838,FALSE,CAL FIRE Tehama Glenn Unit ,3,2019,TRUE,/incidents/2019/9/5/red/bank/fire/,"Today, firefighters are preparing for significant weather change that will last through Friday. Temperatures will be significantly hotter and drier with light winds from the north. Due to the remote location of the fire, approximately 60 firefighting crews will be transported by helicopter to further enhance fire suppression efforts continuing to close in on containment lines.

<p> CAL FIRE IMT 5 is working in conjunction with the United States Forest Service and CIIMT 16 resources, and has assumed suppression responsibilities for State Responsibility Area land located south of Cottonwood Creek. The total number of resources stated above includes both Branch Ten of the South Fire and the Red Bank Fire incident.

<p> Motorists should drive cautiously and always yield to emergency vehicles that are traveling on and off of the roads and highways. Fire danger remains elevated and everyone should continue to use extreme caution and refrain from daily activities that may spark a wildland fire. “Ready, Set, Go” is a user/friendly website that shows homeowners step/by/step instructions for hardening their homes and protecting their families from the dangers of wildfires. For more information, visit www.readyforwildfire.org.",,Tehama,52,53,27,98,13/09/2019,,FALSE,TRUE,,20,,40.12,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",/122.64,TRUE,Red Bank Fire,100,1936,TRUE,"Red Bank Fire started on September 5, 2019 off Hammer Loop Road and Petty John Road, West of Red Bluff in Tehama County.",,05/09/2019,Finalized,,2,,,14ad161c/bfc6/41ae/af84/a464084a4142,2019/09/13T19:59:57.813Z,23
8799,FALSE,Unified Command: Los Angeles County Fire Department and Los Angeles City Fire Department and Angeles National Forest,,2019,FALSE,/incidents/2019/10/10/saddle/ridge/fire/,"<p>Firefighters from The Los Angeles City Fire Department, The Los Angeles County Fire Department, and
Angeles National Forest have made significant progress working in their respective jurisdictions with
support from assisting agencies to increase containment lines and address hot spots. 

<p>Tactical patrols will remain in place to monitor the area as low humidity and northerly winds remain a concern through Wednesday with the strongest gusts expected tonight and tomorrow morning. 

<p>The public is reminded to please drive cautiously and yield to emergency personnel working around the burn area.

<p>The cause of the Saddle Ridge Fire remains under active investigation.

<p>This will be the “Final” update on this incident in this format. Any additional updates will be distributed through each jurisdiction’s normal platforms.

<p>Please be advised, due to decreased requests for assistance, demobilization of the Local Assistance Center (LAC) has begun. County and State agencies will be released at the closure of the LAC today, October 21, 2019. However, all LA City agencies will provide Saddle Ridge Fire recovery resources at the Sylmar Recreation Center until Tuesday, October 22, 2019 ending at 7:00pm. After the closure of the LAC, 211 will continue to provide recovery assistance information and referrals.

<p>Sylmar Recreation Center.
<p>Dates: Thursday, October 17, 2019 / Saturday, October 22, 2019
<p>Hours of Operation: (Monday / Tuesday) 9:30am to 7:00pm
<p>Public call 213/213/5228 or visit lacity.org/recovery
<p>
To ensure the safety of both the public and first responders, the Angeles NF has closed a section of the forest due to the fire.
Please refer to go.usa.gov/xVzN5.",,Los Angeles,19,,,,31/10/2019,1,FALSE,TRUE,Brush,,8,34.32988,"Saddle Ridge Rd, Sylmar",/118.48161,TRUE,Saddle Ridge Fire,100,206,TRUE,"The Saddle Ridge Fire started October 10, 2019 off Saddle Ridge Rd, Sylmar in Los Angeles County.",,10/10/2019,Finalized,88,19,,,c52717d6/0297/4c5b/a0f1/f17abcd7ac27,2019/11/05T12:06:11.053Z,
5737,FALSE,USFS / Modoc National Forest,,2019,FALSE,/incidents/2019/9/6/lone/fire/,,,Modoc,25,,,,13/09/2019,,FALSE,TRUE,,,,41.748,"Pinnacle Lake, Doublehead Ranger district, Modoc National Forest",/121.056,FALSE,Lone Fire,100,40,TRUE,"The Lone Fire started on September 4, 2019 in the Modoc National Forest in Modoc County.",,06/09/2019,Finalized,,,,,81977367/45ad/4962/92f3/ae30f22ef723,2019/09/26T14:46:26.023Z,
5563,FALSE,CAL FIRE Madera Mariposa Merced Unit,,2019,TRUE,/incidents/2019/10/6/briceburg/fire/,"Highway 140 is open; please drive cautiously. Smoke will be visible within the fires boundary for potentially several weeks. This is the final update.

<p>Yosemite National Park remains open. For information on Yosemite National Park, go to nps.gov/yose or call 209/372/0200.

<p>Evacuations: All Mandatory Evacuation Orders and Fire advisements have been lifted. Buffalo Gulch Road is open.",,Mariposa,22,,,,,,FALSE,TRUE,,,,37.604638,Highway 140 and Briceburg Bridge Road north of Midpines ,/119.96606,TRUE,Briceburg Fire,100,19,TRUE,"The Briceburg Fire started October 6, 2019 off of Highway 140 and Briceburg Bridge Road north of Midpines in Mariposa County.",,06/10/2019,Finalized,,1,,,e7aeb204/15af/4a2a/8f2a/bfd2c8dbe411,2019/10/24T06:58:58.193Z,3
5332,FALSE,Shasta/Trinity National Forest ,,2019,FALSE,/incidents/2019/9/5/south/fire/,,,Tehama,52,,,,02/12/2019,,FALSE,TRUE,,,,40.109,"Southeast aspect of Tomhead Mountain, South of Platina",/122.789,FALSE,South Fire,100,,TRUE,"South Fire started on September 5, 2019 Southeast aspect of Tomhead Mountain, South of Platina in Tehama County.",,05/09/2019,Finalized,,,,,38d46a2f/d1f6/4ed8/a502/e57e393844ea,2020/01/10T16:13:09.923Z,
4840,FALSE,USFS / Inyo National Forest,,2019,FALSE,/incidents/2019/9/6/springs/fire/,,,Mono,26,,,,,,FALSE,TRUE,,,,37.826,"southeast of Lee Vining, CA",/118.872,FALSE,Springs Fire,100,,TRUE,"The Spring Fire started on uly 26th, 2019 13 miles southeast of Lee Vinning, CA in Mono County.",,06/09/2019,Finalized,,,,,226da8c8/26c0/49d7/b5ef/952cd969f918,2019/10/24T11:18:13.767Z,
4615,FALSE,Los Angeles County Fire Department ,4,2019,FALSE,/incidents/2019/10/24/tick/fire/,"<p> For Evacuation Information <a href=""https://twitter.com/SCVSHERIFF"">Santa Clarita Valley Sheriff</a>",,Los Angeles,19,8,,69,,,FALSE,TRUE,,0,,34.472778,"Tick Canyon Rd and Summit Knoll Rd, Canyon Country",/118.368056,TRUE,Tick Fire,100,509,TRUE,"The Tick Fire started October 24, 2019 off Tick Canyon Rd and Summit Knoll Rd, Canyon Country in Los Angeles County.",,24/10/2019,Finalized,27,22,,10,020310d3/7834/4f57/a125/eff0eb3f54e5,2019/10/31T07:39:12.177Z,
3435,FALSE,USFS El Dorado National Forest,,2019,FALSE,/incidents/2019/10/11/caples/fire/,,,El Dorado,9,,,,,,FALSE,TRUE,,,,38.724,Northern ridge above Caples Creek north of Highway 88,/120.145,FALSE,Caples Fire,100,,TRUE,"The Caples Fire started October 11, 2019 off Northern ridge above Caples Creek north of Highway 88 in El Dorado county.",,11/10/2019,Finalized,,,,,451c3012/2831/44c1/8fc7/146fd02d2ce0,2019/11/01T14:16:21.57Z,
3380,FALSE,Bureau of Land Management ,,2019,FALSE,/incidents/2019/8/28/r/1/fire/,,,Lassen,18,,,,04/09/2019,,FALSE,TRUE,,,,40.593,"Hagata Canyon, east of Eagle Lake",/120.581,FALSE,R/1 Fire,100,,TRUE,,"The R/1 Fire started on August 28, 2019 off Horse Lake Rd, north of Susanville in Lassen County.",28/08/2019,Finalized,,,,,4ee8f023/1c92/4266/bb79/d41fdb3a5826,2019/09/26T14:47:23.877Z,
3126,FALSE,Los Padres National Forest,,2019,FALSE,/incidents/2019/11/25/cave/fire/no/longer/a/cal/fire/incident/,"The Cave Fire is no longer a CAL FIRE Incident. Please visit <a href=""https://inciweb.nwcg.gov/incident/6662/"">https://inciweb.nwcg.gov/incident/6662/</a> for the latest information on the Cave Fire.",,Santa Barbara,42,,,,14/12/2019,,FALSE,TRUE,,,,34.5025,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,/119.785,FALSE,Cave Fire (No Longer a CAL FIRE Incident),100,,TRUE,"The Cave Fire started November 25, 2019 near Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest.",,25/11/2019,Finalized,,,,,7555692b/f672/4660/8f15/d0dab068a193,2019/12/16T08:23:04.63Z,
2546,FALSE,CAL FIRE San Benito/Monterey Unit,,2019,TRUE,/incidents/2019/6/26/lonoak/fire/,,,Monterey,27,,,,26/06/2019,,FALSE,TRUE,,,,36.28426,"Lonoak Rd & Airline Hwy, East of King City  ",/120.94771,FALSE,Lonoak Fire,100,,TRUE,"The Lonoak Fire off Lonoak Rd & Airline Hwy, east of King City in Monterey County

 
Lonoak RD x Airline Hwy, 11 miles east of King City
State DPA, SRA, San Benito Monterey Unit",,26/06/2019,Finalized,,,,,35ba5eb8/520f/4660/af60/9e0e00e7b42b,2019/06/27T11:19:06.187Z,
2534,FALSE,CAL FIRE Tehama/Glenn Unit,,2019,TRUE,/incidents/2019/11/3/ranch/fire/,,,Tehama,52,2,,2,14/11/2019,,FALSE,TRUE,,,4,40.036379,"Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff",/122.637837,TRUE,Ranch Fire,100,69,TRUE,"The Ranch Fire started November 3, 2019 off Colyer Springs Road and Raglin Ridge Road, southwest of Red Bluff in Tehama County.",,03/11/2019,Finalized,,,,,69d98a94/4980/4dc0/b388/61c37c635f32,2019/11/18T08:28:54.537Z,
